YEAR,MONTH,BEGIN_DAY,BEGIN_TIME,BEGIN_LAT,BEGIN_LON,STATE,EVENT_TYPE,FLOOD_CAUSE,EVENT_NARRATIVE,temperature_2m_mean,wind_speed_10m_mean,cloud_cover_mean,relative_humidity_2m_mean,dew_point_2m_mean,precipitation_sum,rain_sum,snowfall_sum,pressure_msl_mean,soil_moisture_0_to_10cm_mean,elevation
2014,10,10,1627,33.1747,-98.2944,TEXAS,Hail,,The Jack County sheriff's office relayed a report of hail damage. Several vehicles had broken windshields between Bryson and Jacksboro.,25.812477,13.301301,0.0,49.909595,14.739528,0.0,0.0,0.0,1014.0761,0.21173172,364.0
2022,4,4,2230,32.49,-96.92,TEXAS,Thunderstorm Wind,,"A public report indicated a 12-inch tree blown over approximately 4 miles south-southwest of Ovilla, TX.",20.731346,21.444427,60.864822,76.02208,16.805862,0.0,0.0,0.0,1008.3537,0.32491663,226.0
2018,7,6,1312,33.0029,-94.3614,TEXAS,Thunderstorm Wind,,Several trees and power lines were blown down in Linden.,31.402378,9.852307,2.5945625,60.903126,23.136587,0.32970023,,,1015.0032,0.2987211,115.0
2024,4,27,2142,33.8581,-98.4932,TEXAS,Hail,,MPing report.,20.146978,14.730384,8.319296,32.22849,3.1763492,0.0,0.0,0.0,1019.2574,0.1531663,304.0
2001,5,6,1515,33.71667,-95.8,TEXAS,Hail,,,24.103212,5.460763,79.55406,79.01955,20.827673,0.36824495,0.36824495,0.0,1017.4294,0.29048413,167.0
2012,6,15,2144,36.05,-102.52,TEXAS,Hail,,,28.935919,10.798,21.216633,42.701607,15.827529,0.0,0.0,0.0,1010.1486,0.14844458,1210.0
2013,3,31,1701,29.46,-98.47,TEXAS,Hail,,"A report of a thunderstorm that produced golf ball size hail in Terrel Hills was passed to us by one of our media partners, KSAT12.",20.470396,10.784204,57.516964,77.1581,16.616074,0.8871237,0.8871237,0.0,1022.4055,0.41872635,216.0
2005,9,15,1415,33.01667,-97.18333,TEXAS,Hail,,,29.145689,8.968939,72.790665,42.747257,15.042642,0.0,0.0,0.0,1010.76544,0.19233775,177.0
2024,12,26,1048,29.3565,-97.0279,TEXAS,Lightning,,A thunderstorm produced lightning that caused an oil field tank battery to catch fire near Sweet Home.,9.693159,20.356462,36.144463,82.386086,7.0830193,1.2711097,1.2711097,0.0,1019.14685,0.36404008,92.0
2023,4,20,2205,29.87,-99.76,TEXAS,Hail,,A thunderstorm produced hail up to the size of golf balls. A picture on Twitter showed several ping pong ball to golf ball size hail stones.,13.366674,12.361561,58.0741,58.578762,5.376836,1.2508063,1.2508063,0.0,1023.0659,0.3414255,628.0
2011,5,24,1855,32.9427,-97.3461,TEXAS,Thunderstorm Wind,,"Straight-line winds caused damage along White Lane Road in south Haslet. Several trees were snapped or knocked over, two lean-tos that house horses were destroyed, a horse trailer was overturned, and an air conditioning unit was tossed across a yard. Other outbuildings, barns, and sheds were damaged.  Five acres of fencing was also knocked down on one property and part of the trim of a house was torn off.",28.040731,22.584871,23.628792,49.936245,16.517876,0.0,0.0,0.0,1009.35345,0.21019325,244.0
2021,5,24,2306,33.556,-101.8835,TEXAS,Hail,,An off duty NWS employee measured quarter size hail around the intersection of 42nd Street and Indiana Avenue in the city of Lubbock.,22.402208,15.735774,0.0,45.728477,10.878966,0.0,0.0,0.0,1014.519,0.20613967,992.0
2017,5,21,1842,27.53,-99.44,TEXAS,Thunderstorm Wind,,Spotter estimated 70 mph winds 3 miles east of Laredo.,26.254658,12.23071,78.43138,80.489136,23.65045,10.162699,10.162699,0.0,1014.3379,0.38045093,127.0
2015,4,13,1640,31.97,-99.13,TEXAS,Hail,,,23.50216,25.494722,74.862045,78.50192,20.79563,2.0676045,2.0676045,0.0,1008.2981,0.2112261,452.0
2014,4,3,1700,33.27,-97.25,TEXAS,Thunderstorm Wind,,Amateur radio spotters reported trees knocked down in Krum.,21.79685,18.991562,16.906319,61.737286,15.738048,0.0,0.0,0.0,1009.20325,0.3260846,221.0
2010,8,17,1815,34.42,-100.2,TEXAS,Thunderstorm Wind,,Local law enforcement officials reported that thunderstorm winds blew a deer stand across the parking lot of a business and across U.S. Highway 287.,34.041584,19.191269,23.778505,35.11267,16.098244,0.0,0.0,0.0,1008.5889,0.17695495,568.0
2016,5,31,2240,26.2,-98.18,TEXAS,Hail,,City of Pharr Emergency Manager reported golf ball size hail south of Pharr.,28.814207,18.718857,15.493717,77.53446,25.451687,0.57966715,0.57966715,0.0,1009.6505,0.26477367,34.0
2019,5,7,2335,32.34,-99.68,TEXAS,Thunderstorm Wind,,A trained spotter reported that damaging thunderstorm winds knocked down trees 1.5 miles west-northwest of Potosi.,20.786274,9.830605,20.370573,85.70459,19.521324,0.0,0.0,0.0,1011.2152,0.4007628,553.0
2019,5,20,1439,34.84,-100.21,TEXAS,Hail,,,23.483585,23.451654,64.38368,72.039185,18.114542,2.496014,2.496014,0.0,1009.1099,0.2679713,612.0
2005,5,14,30,31.96667,-99.95,TEXAS,Hail,,,20.778301,11.325771,0.0,49.808716,10.836278,0.10791247,0.10791247,0.0,1010.45886,0.2477271,556.0
2015,5,19,1633,33.3322,-98.5667,TEXAS,Tornado,,"A trained spotter observed a tornado northwest of Loving. The tornado occurred in open fields, and produced little to no damage.",25.246792,13.00136,44.45497,63.969326,18.187963,0.0,0.0,0.0,1012.67676,0.23806383,367.0
2024,3,15,1540,29.59,-95.64,TEXAS,Thunderstorm Wind,,The wind gust occurred at the WeatherFlow station TXSUGAR66.,21.994377,18.146366,68.43265,86.68449,19.675617,14.392268,14.392268,0.0,1007.5693,0.42102587,16.0
2023,6,21,1915,34.02,-100.82,TEXAS,Hail,,An emergency management official and NWS cooperative weather observer reported hail ranging in size from baseballs to 4.50 inches in diameter.,29.609741,23.72204,0.0,53.380646,19.318197,0.0,0.0,0.0,1003.65735,0.2327016,721.0
2019,5,7,1549,35.7072,-101.4078,TEXAS,Tornado,,"NWS damage survey information found that a tornado briefly touched down at 0449 pm CDT 3 miles north of Borger. The tornado was rated EF-0 due to minor damage to homes, with roof and shingle damage noted.",18.585995,7.53553,0.0,60.75054,10.533767,0.0,0.0,0.0,1009.8536,0.34754395,909.0
2008,5,14,2054,30.52,-97.6,TEXAS,Hail,,,25.051657,18.40886,12.064106,47.84205,13.613505,0.0,0.0,0.0,1013.5178,0.31498185,204.0
2014,6,18,1930,31.8711,-102.3459,TEXAS,Thunderstorm Wind,,A thunderstorm moved across Ector County and produced wind damage in Odessa.  Twenty power poles were blown down at Yukon and Grandview in Odessa.  The cost of damage is a very rough estimate.,28.337994,24.065365,0.0,56.131466,18.749662,0.0,0.0,0.0,1010.4549,0.148143,900.0
2023,2,26,2055,34.09,-98.56,TEXAS,Thunderstorm Wind,,,9.315601,9.355128,80.91222,63.659954,3.305901,0.0,0.0,0.0,1024.786,0.22595367,315.0
2006,8,27,1843,35.9,-101.96667,TEXAS,Thunderstorm Wind,,Numerous two to twelve inch tree branches blown down...two willow trees uprooted...and two irrigation pivots overturned and damaged by the high winds at the Pheasant Trails Golf Course. Also...two aluminum garage doors were blown in and badly damaged. One house lost many shingles on the north facing side...a fence with metal posts was partially blown down...and an aluminum roof on a storage shed was ripped up.,26.01121,20.946445,6.6302204,61.518032,18.495455,0.2191783,0.2191783,0.0,1005.80255,0.25232124,1108.0
2002,6,13,1922,32.35,-99.88333,TEXAS,Hail,,A storm spotter reported damage to his home and several of his vehicles. This damage was caused by baseball size hail.,26.980284,17.265074,2.029932,62.34835,19.484661,0.0,0.0,0.0,1014.6353,0.18363476,575.0
2023,9,8,2145,32.81,-97.22,TEXAS,Thunderstorm Wind,,Power poles and large trees were snapped in the northeast portion of Richland Hills. A carwash building collapsed along Blvd 10.,28.332438,12.117781,66.74686,68.838104,22.032705,1.1892588,1.1892588,0.0,1018.48676,0.17300816,177.0
2003,4,15,2030,33.6,-99.13333,TEXAS,Thunderstorm Wind,,,17.726858,21.07944,0.0,34.317135,3.2464323,0.0,0.0,0.0,1006.4611,0.15048607,399.0
2004,4,6,1940,32.93333,-97.25,TEXAS,Hail,,,20.703732,20.346561,34.842884,72.95193,17.43944,2.424994,2.424994,0.0,1009.0333,0.2038231,212.0
2008,5,14,1325,33.1025,-103.0536,TEXAS,Hail,,Storm Spotters reported nickel size hail along U.S. Highway 82 near the Texas and New Mexico state line southwest of Plains.,23.488962,19.731663,9.462084,35.385784,8.169142,0.20433961,0.20433961,0.0,1008.4037,0.120841004,1142.0
2009,6,3,1654,29.39,-97.0,TEXAS,Hail,,,23.821571,7.00839,40.283287,79.09061,20.107033,3.6203434,3.6203434,0.0,1014.4511,0.3050726,84.0
2021,2,25,2048,33.29,-96.56,TEXAS,Hail,,A report of quarter size hail was received through mPING.,8.134544,25.56929,4.1721153,71.478714,4.3707294,12.469802,12.42777,0.029422294,1004.68365,0.49202284,204.0
2001,5,12,105,33.21667,-101.78333,TEXAS,Hail,,,19.141294,10.723277,83.676476,77.35625,15.813617,1.2552687,1.2552687,0.0,1024.3408,0.21839783,944.0
2012,8,20,1932,35.12,-101.36,TEXAS,Thunderstorm Wind,,"The Armstrong County Emergency Manager estimated thunderstorm wind gusts just north of Claude, Texas, however there was no damage and no reports of injuries or fatalities.",25.75168,10.707086,36.53563,61.773388,18.365887,0.0,0.0,0.0,1012.469,0.24823603,1039.0
2017,6,14,1808,31.9425,-102.1889,TEXAS,Hail,,,26.658215,17.787985,0.0,57.87791,17.967724,0.0,0.0,0.0,1010.19904,0.17927246,874.0
2019,10,10,2020,32.45,-97.8,TEXAS,Thunderstorm Wind,,"A wind gust to 61 MPH was reported by the Automated Weather Observation System at the Granbury, TX airport.",18.351643,7.1253514,0.0,62.753227,11.634439,0.0,0.0,0.0,1018.08527,0.27919963,221.0
2022,10,24,2325,32.4748,-94.5748,TEXAS,Thunderstorm Wind,,Trees were blown down on I-20 at Exit 604 near Hallsville.,23.596674,7.035693,36.800808,83.97538,20.958496,0.35396916,0.35396916,0.0,1016.23267,0.3515611,110.0
2019,5,23,1804,36.0567,-100.6423,TEXAS,Tornado,,"The tornado touched down in northern Roberts County around 659 pm CDT, crossed the Roberts/Ochiltree county line around 704 pm CDT and the Ochiltree/Lipscomb county line around 719 pm CDT before dissipating through a rope out process by 733 pm CDT. Damage from the tornado consisted mostly of damage to trees, power lines and |oil/natural gas field equipment and sheds. There was also two manufactured homes being transported via truck the were blown off Highway 83. The tornado was noted to be larger and possibly stronger in inaccessible open county to the southwest of|the location where it was measured to be around 1/2 mile wide and rated an EF2 by the survey team.",22.050478,14.71072,59.056904,69.19218,15.9026785,7.6743836,7.6743836,0.0,1013.4744,0.22612834,860.0
2011,4,26,1928,31.6906,-97.042,TEXAS,Tornado,,A NWS Storm Survey determined an EF-0 tornado began approximately 3.75 miles east-northeast of Elm Mott. This tornado had a path length of approximately a third of a mile and an estimated width of 50 yards. Some tree damage occurred with this tornado and winds were estimated near 75 mph.,23.190378,9.608157,0.0,60.19838,14.778317,0.0,0.0,0.0,1019.9124,0.3099618,146.0
2019,5,23,1758,35.12,-101.9,TEXAS,Hail,,Report from MPing.,20.113512,15.478435,50.22823,76.310745,16.624811,0.70030105,0.70030105,0.0,1014.2305,0.28999066,1118.0
2007,3,28,2201,32.7397,-103.059,TEXAS,Hail,,"Penny size hail fell on the Gaines, Texas/Lea, New Mexico county line just east of Hobbs.",20.333017,16.480207,36.407463,49.348846,10.277403,0.0,0.0,0.0,1008.5291,0.10061991,1091.0
2024,4,26,1119,32.71,-97.11,TEXAS,Hail,,Public reported golf ball sized hail 2 miles NE of Arlington via mPING.,26.137774,27.745087,81.25282,66.20944,20.517431,8.812822,8.812822,0.0,1006.28186,0.24429429,190.0
2009,2,9,312,33.0386,-97.3025,TEXAS,Thunderstorm Wind,,A spotter measured a 63 MPH wind gust west of Texas Motor Speedway.,-3.7275481,11.391639,61.57193,51.561813,-11.532847,0.0,0.0,0.0,1030.8876,0.3491406,212.0
2002,8,9,2228,36.01667,-101.73333,TEXAS,Thunderstorm Wind,,,25.049805,11.050827,1.9629898,66.83859,18.262693,1.8387802,1.8387802,0.0,1011.4282,0.19677156,1054.0
2004,6,1,1655,33.56667,-98.45,TEXAS,Hail,,,23.465027,8.632895,0.0,48.585987,12.315194,0.0,0.0,0.0,1010.0849,0.20104852,313.0
2018,4,6,1652,33.2098,-96.6648,TEXAS,Hail,,"Fire and Rescue indicated half-dollar sized hail near the intersection of White Avenue and and Hardin Blvd in the city of Mckinney, TX.",13.017398,18.825266,0.0,58.752945,7.002304,0.0,0.0,0.0,1013.89606,0.4422498,183.0
2024,5,24,1906,31.99,-96.87,TEXAS,Hail,,An amateur radio operator relayed a report of quarter sized hail in Irene.,26.464125,26.99973,42.869404,73.388306,21.68108,0.0,0.0,0.0,1006.1333,0.41643375,159.0
2009,6,11,1941,30.5203,-97.7927,TEXAS,Hail,,A thunderstorm produced hail ranging from quarter to golf ball size. The largest hail fell along Highway 183 in Anderson Mill.,23.045101,10.161778,93.77425,73.940414,17.853094,0.0,0.0,0.0,1019.43445,0.38981602,282.0
2002,8,3,1530,29.65,-95.68333,TEXAS,Thunderstorm Wind,,Tree blown down 2 miles north of Mission Bend (FM 1464&Red Timber).,28.429848,10.427402,61.044434,77.34276,24.383339,0.16231175,,,1013.9958,0.37987405,24.0
2015,5,25,1735,31.5376,-95.2329,TEXAS,Thunderstorm Wind,,Thunderstorm winds downed trees in Weches.,23.2588,11.501433,63.939365,89.54718,22.964577,7.0716987,7.0716987,0.0,1018.72144,0.3899516,129.0
2002,8,25,1401,33.25,-95.9,TEXAS,Thunderstorm Wind,,There were numerous reports of trees and power lines blown down.,26.35907,10.240596,28.397339,75.73206,22.192934,0.632527,,,1018.9913,0.19626786,173.0
2002,5,9,1910,32.21667,-98.55,TEXAS,Hail,,,18.715261,19.544338,85.42168,52.66366,9.237204,0.23222692,0.23222692,0.0,1017.9907,0.2169857,405.0
2012,7,9,1830,32.87,-95.82,TEXAS,Thunderstorm Wind,,Numerous trees were blown down throughout the western half of the county.,29.685177,10.590787,92.04079,52.191803,21.000416,0.85799956,,,1014.3007,0.19432299,147.0
2016,3,8,1836,30.87,-99.53,TEXAS,Hail,,,15.11747,20.74776,41.606346,63.70742,10.513001,1.0988523,1.0988523,0.0,1012.3751,0.34479818,560.0
2014,7,23,1700,33.85,-95.33,TEXAS,Thunderstorm Wind,,Trees were blown down in several locations across Lamar County.,34.129414,10.222902,32.501198,44.20514,20.09679,0.0,,,1012.42487,0.301028,122.0
2013,6,17,1921,34.89,-102.99,TEXAS,Thunderstorm Wind,,"Scattered thunderstorms over Deaf Smith County merged and intensified during the evening hours of the 17th. This intensification was brief, and as the merged thunderstorm diminished, a localized downburst of 60 mph was measured by the West Texas Mesonet 11 miles west-northwest of Bootleg (Deaf Smith County).",31.48311,25.739902,0.0,27.5201,10.015315,0.0,0.0,0.0,1006.2585,0.15361162,1344.0
2017,3,29,1403,29.6814,-95.0285,TEXAS,Tornado,,"This EF-1 was the third brief tornado with the larger mesocyclone associated with the HP supercell which moved across La Porte and Morgans Point. This couplet |was well defined on the Houston Hobby terminal doppler radar which spun up quickly|along the north side of strong westerly outflow winds from the initial couplet that was responsible for two earlier weak tornadoes near and in parts of La Porte. This tornado was witnessed to start near the railroad tracks near Highway 146 and it tracked east southeastward across the Barbours Cut Port Facility and parts of Morgans Point. Much of the more significant damage was to industrial areas around the Port complex. Large steel storage tanks were bent inward from the wind, and many large, metal shipping containers were toppled over. The tornado lifted near the eastern end of Morgans Point near the Ship Channel. Estimated peak winds were around 105 mph.",19.415821,15.196934,13.33926,77.614914,15.768697,0.0,0.0,0.0,1010.32825,0.4245976,8.0
2002,6,16,100,31.55,-97.15,TEXAS,Hail,,Reported at Waco EOC station.,27.757862,13.144284,5.747139,62.79313,20.419527,0.0,0.0,0.0,1008.0757,0.30550507,157.0
2001,4,21,1736,34.46667,-101.3,TEXAS,Hail,,,22.63365,24.258724,0.0,33.488068,6.2249985,0.0,0.0,0.0,1008.5528,0.14819725,996.0
2021,5,9,1525,31.6119,-94.6843,TEXAS,Hail,,Nickel size hail fell on Highway 21 and West Loop 224.,24.206892,7.8869777,29.355564,68.1322,17.784119,0.24216163,0.24216163,0.0,1017.01874,0.3570174,132.0
2017,5,23,1634,30.35,-97.34,TEXAS,Thunderstorm Wind,,A thunderstorm produced wind gusts estimated at 75 mph that blew down trees and power lines in Elgin.,24.458065,17.208214,47.603718,87.00255,23.986187,7.2757154,7.2757154,0.0,1011.3668,0.33562928,153.0
2018,3,17,1845,30.96,-98.04,TEXAS,Hail,,A thunderstorm produced golf ball size hail northwest of Briggs.,16.055668,24.360947,86.67862,76.180435,12.934774,0.0,0.0,0.0,1010.2516,0.38448793,326.0
2011,5,20,1911,30.3,-97.93,TEXAS,Hail,,,26.761696,16.097435,34.387505,60.876827,19.237541,0.0,0.0,0.0,1016.50934,0.28009003,264.0
2013,3,31,1710,29.4626,-98.3998,TEXAS,Hail,,A thunderstorm produced quarter size hail near FM78 and Springfield Rd in Kirby.,20.39867,10.784204,57.516964,77.47207,16.606878,0.8871237,0.8871237,0.0,1022.4055,0.42010775,214.0
2018,12,26,1958,33.89,-98.51,TEXAS,Thunderstorm Wind,,Roof blown off of a small extension on the west side of a building near KFDX studio.,-0.15431601,12.123768,54.369522,49.183495,-7.9960055,0.0,0.0,0.0,1032.1161,0.32854858,302.0
2021,4,28,1435,31.99,-99.59,TEXAS,Hail,,Hailstones were estimated by the member of the public to be just under two inches.,20.311405,19.874233,54.479584,39.94421,7.2644877,3.7631702,3.7631702,0.0,1014.5942,0.2281091,587.0
2015,5,11,34,31.9604,-95.0562,TEXAS,Tornado,,"It was determined that storm damage east of New Summerfield, Texas was consistent with that of an EF-1 tornado.  The most extensive damage was located west of County Road 2274 between County Road 235 and County Road 4504.  The damage consisted of several trees snapped and/or uprooted.",20.355633,6.5817246,51.69734,80.20812,17.064783,0.23827247,0.23827247,0.0,1021.8957,0.41986188,162.0
2014,6,18,1902,31.93,-102.2,TEXAS,Thunderstorm Wind,,A thunderstorm moved across Midland County and produced a 64 mph wind gust at the Midland International Airport.  No damage was reported.,28.495914,23.257542,0.0,56.310215,18.9556,0.0,0.0,0.0,1010.4206,0.15261762,867.0
2013,3,31,823,33.42,-94.11,TEXAS,Hail,,,21.26765,10.054423,41.241055,71.716125,15.902953,0.0,0.0,0.0,1023.58124,0.42418024,104.0
2003,9,8,25,32.3,-102.18333,TEXAS,Hail,,Large hailstones ranging in size from dimes to quarters covered the ground and stripped the leaves from trees at a rural residence on the Andrews/Martin County line just off of Highway 176.,25.074303,13.66052,43.697273,62.662086,17.753885,3.8673584,3.8673584,0.0,1012.7335,0.21352825,892.0
2006,6,13,1625,29.5,-95.1,TEXAS,Thunderstorm Wind,,Semi-tractor trailer overturned onto another vehicle on Interstate 45 at FM 646. Winds also blew down a few large concrete wall structures at a construction site at the same intersection. Numerous fences and store signs were also blown down in and around League City and Dickinson.,27.395899,10.559593,0.0,75.20783,22.603937,0.0,0.0,0.0,1013.12195,0.3409905,7.0
2003,6,12,2350,35.43333,-102.1,TEXAS,Hail,,,32.054077,23.107311,33.48082,22.627647,8.502258,0.0,0.0,0.0,1005.5407,0.154421,973.0
2012,1,17,625,31.9,-95.15,TEXAS,Hail,,"Dime size hail reported in Gallatin, Texas.",21.12672,7.798475,86.81509,89.169174,19.50645,0.8552424,0.8552424,0.0,1020.8755,0.3806113,102.0
2009,3,25,1500,30.58,-99.01,TEXAS,Hail,,Golfball to baseball size hail was reported.,17.88829,18.19208,87.39118,74.416374,13.306974,0.11083616,0.11083616,0.0,1019.42706,0.22526279,467.0
2002,8,27,545,33.15,-96.96667,TEXAS,Thunderstorm Wind,,Trees and power lines blown down by high winds.,27.085905,6.0969706,40.228306,71.0145,22.242455,1.6798571,1.6798571,0.0,1019.592,0.17964178,156.0
2007,6,5,805,27.97,-97.67,TEXAS,Thunderstorm Wind,,Large tree limbs were snapped causing damage to several roofs in the Edro area.|,26.183613,8.966178,5.8578186,72.25162,20.629826,0.0,0.0,0.0,1015.3347,0.23022068,33.0
2006,4,20,1645,30.28333,-96.95,TEXAS,Thunderstorm Wind,,"Severe thunderstorms moved into Lee County in the late afternoon.  They began producing severe winds as they approached US77, knocking down trees and power lines from near Lincoln eastward to near Dime Box.  The storm also destroyed outbuildings and damaged several mobile homes along the path.  Near Dime Box the storms destroyed several barns, with the damage estimated near $200,000.",17.178362,10.990211,84.930374,60.699997,10.1496315,0.68456435,0.68456435,0.0,1017.2323,0.35438716,109.0
2009,3,25,1642,30.51,-97.82,TEXAS,Hail,,,16.97786,12.875137,87.31607,77.929,13.62083,0.38801926,0.38801926,0.0,1020.752,0.35907403,289.0
2014,12,27,1140,31.19,-94.82,TEXAS,Thunderstorm Wind,,"Large tree limbs greater than 2 inches in diameter were downed southwest of Burke, Texas.",14.073616,11.770746,90.889244,97.95735,15.497613,21.741457,21.741457,0.0,1021.7004,0.48427755,51.0
2005,7,1,936,33.58333,-96.18333,TEXAS,Thunderstorm Wind,,Power lines knocked down in and around Bonham.,29.50756,7.2211957,18.439995,72.02469,24.494175,0.33141634,0.33141634,0.0,1011.93896,0.26303196,187.0
2019,4,13,915,29.84,-98.26,TEXAS,Hail,,A thunderstorm produced golf ball size hail two miles south of Canyon Lake.,18.341312,14.213314,0.0,69.41752,14.32022,0.0,0.0,0.0,1012.6269,0.380567,315.0
2014,7,14,1850,34.89,-102.99,TEXAS,Thunderstorm Wind,,"The collision of two outflow boundaries caused the development of thunderstorms over the southern Texas Panhandle during the evening hours of the 14th. This allowed storms to quickly intensify slowly move southward across the southern Texas Panhandle. As the storms neared the town of Bootleg (Deaf Smith County), the West Texas Mesonet 11 miles west-northwest of Bootleg (Deaf Smith County) reported a 61 mph downburst. These storms weakening as sunset approached, and did not produce any further severe weather after sunset.",25.483799,19.33236,0.0,52.377743,15.143744,2.6545348,2.6545348,0.0,1015.0087,0.15260807,1344.0
2010,4,22,1633,35.69,-101.09,TEXAS,Hail,,,12.537743,21.655823,79.12437,62.158974,5.3612924,3.169418,3.169418,0.0,1019.7448,0.25046605,927.0
2009,5,28,15,27.1703,-98.6898,TEXAS,Hail,,The Jim Hogg Sheriff���s Department reported golf ball size hail fell on Highway 16 approximately 10 miles south of the city of Hebbronville as a severe thunderstorm  moved through the area.,28.812065,20.56182,38.82462,59.744728,21.054562,0.11922169,0.11922169,0.0,1011.1291,0.15525809,168.0
2012,4,3,1050,32.55,-98.28,TEXAS,Hail,,Ping pong ball sized hail was reported 5 miles east of Gordon near Interstate 20.,24.37862,22.56142,46.24063,66.61542,17.437181,0.0,0.0,0.0,1010.0109,0.290423,280.0
2004,10,24,1549,29.53333,-98.3,TEXAS,Thunderstorm Wind,,58 knot winds were observed at Randolph AFB as severe thunderstorm winds knocked down power lines between Garden Ridge and Randolph AFB.,23.266375,10.192842,20.974052,72.971695,18.380337,0.0,0.0,0.0,1014.9614,0.3236949,230.0
2008,6,14,2039,34.0342,-99.29,TEXAS,Thunderstorm Wind,,,26.160019,18.755413,54.6194,70.94977,21.498764,0.36816224,0.36816224,0.0,1010.82947,0.16479674,385.0
2023,3,1,635,32.45,-97.74,TEXAS,Hail,,Reported via mPing.,14.771729,6.96777,72.88199,71.66504,9.777565,0.0,0.0,0.0,1012.5453,0.2801177,233.0
2017,4,2,523,29.72,-99.76,TEXAS,Hail,,,17.028421,12.308491,0.0,43.88903,5.741767,0.0,0.0,0.0,1015.74036,0.312829,489.0
2008,6,19,1521,35.22,-101.72,TEXAS,Thunderstorm Wind,,The thunderstorm wind gust was measured at the Amarillo ASOS site located six miles east northeast of Amarillo...or at the Rick Husband International Airport.,30.406916,14.842854,0.0,22.265865,6.677436,0.0,0.0,0.0,1004.2315,0.15604475,1098.0
2015,5,10,1003,32.77,-96.6,TEXAS,Hail,,,17.015314,13.39346,57.66896,75.90663,14.013626,0.12466581,0.12466581,0.0,1021.9834,0.429635,153.0
2002,12,23,2055,29.61667,-96.06667,TEXAS,Thunderstorm Wind,,"Trees downed, barns and buildings damaged along Highway 36 between Wallis and Orchard.",17.307346,7.0870414,90.13156,93.16701,16.248379,6.651374,6.651374,0.0,1020.00214,0.39305857,38.0
2024,4,1,1355,32.45,-100.54,TEXAS,Thunderstorm Wind,,There were power poles reported blown down in Roscoe by the Nolan County Sheriff's Office.,22.97609,26.77224,6.5433598,39.43778,7.993836,0.0,0.0,0.0,1004.3424,0.14018485,727.0
2025,5,17,1927,33.79,-95.39,TEXAS,Thunderstorm Wind,,Numerous trees were down from the Novice community northeastward into Red River County.,24.068823,9.099991,81.85396,89.98284,21.969881,23.28566,23.28566,0.0,1009.5625,0.40544176,154.0
2024,4,9,741,33.4455,-99.8649,TEXAS,Thunderstorm Wind,,Knox City (KNOX) Mesonet observation.,20.366964,25.306711,73.23842,67.275764,14.855012,1.2799737,1.2799737,0.0,1007.5383,0.14643855,446.0
2002,10,1,1850,32.96667,-102.85,TEXAS,Hail,,Wind-driven large hail damaged numerous homes and automobiles.,19.752571,5.838509,11.74832,72.97893,14.989677,0.35874608,0.35874608,0.0,1019.9463,0.098626085,1089.0
2004,3,4,1610,32.98333,-97.68333,TEXAS,Thunderstorm Wind,,"A car wash that was being renovated was blown down onto a van, fences, telephone poles, and two storage shed were blown down.",7.5669055,14.603268,6.282192,48.161694,-2.7352722,0.0,0.0,0.0,1026.1841,0.24257286,276.0
2002,8,27,1115,30.83333,-93.73333,TEXAS,Thunderstorm Wind,,,25.412264,6.646107,49.125397,82.60635,23.021252,0.0,,,1019.48346,0.38951126,59.0
2020,5,27,1630,29.41,-94.9,TEXAS,Thunderstorm Wind,,Large tree limbs and some fencing were blown down.,26.752956,15.158962,6.6752243,80.25351,23.162876,0.11896932,0.11896932,0.0,1012.11975,0.27873355,2.0
2024,5,11,1514,31.75,-99.96,TEXAS,Hail,,An amateur radio operator relayed a report of ping pong ball size hail at the hospital in Ballinger.,26.91156,25.98068,7.548645,65.62311,22.250174,0.11861344,0.11861344,0.0,1008.1223,0.15444526,510.0
2021,5,16,1932,33.85,-98.21,TEXAS,Hail,,,27.203743,16.873837,15.836456,64.96846,20.1719,0.0,0.0,0.0,1009.99414,0.31752324,271.0
2024,5,27,1712,33.06,-97.13,TEXAS,Hail,,,19.703196,11.614357,0.0,65.85701,13.870757,0.0,0.0,0.0,1013.03894,0.39257213,207.0
2024,7,8,1341,26.26,-97.75,TEXAS,Tornado,,City of Combes shared a picture of a landspout northeast of Woods Road just before 3 PM CDT. Radar estimated time and location.,29.201927,20.23062,73.87675,82.21381,26.053354,0.14858833,,,1012.11365,0.37988383,12.0
2023,10,26,705,29.9595,-97.7086,TEXAS,Tornado,,"A National Weather Service damage survey concluded an EF-0 tornado occurred in far northern Caldwell County. It started near Rolling Ridge Rd. to the northeast of the Two Wishes Polo Club. As the weak circulation was moving to the northeast into the intersection of Rolling Ridge Rd. and Schuelke Rd., the small tornado hit what used to be an old school (which is being converted into a residential home). Nobody was at the home at the time of the small tornado hitting the property. This was a very small tornado that was on the ground for about a minute. The time of the tornado was determined from radar data. The tornado path length was 0.49 miles, and maximum winds were estimated at 65 mph.",14.990445,16.77802,0.0,46.069176,4.128057,0.0,0.0,0.0,1027.8816,0.305017,158.0
2024,5,17,623,26.32,-98.35,TEXAS,Hail,,Video showed quarter size hail near the intersection of La Homa Road and Mile 7 Road north of Mission.,30.61157,17.513906,25.928696,64.28721,25.36603,1.1104918,1.1104918,0.0,1008.5072,0.15427239,57.0
2016,5,17,2100,30.12,-99.29,TEXAS,Hail,,,22.163292,14.983241,62.77097,86.9842,21.538776,11.300824,11.300824,0.0,1009.2241,0.46483418,568.0
